Unnamed: 0,Url,Price,Area,Price per cent,Location,Latitude,Longitude,distance_to_technopark,distance_to_agasthyamalai_hills,distance_to_ponmudi_hills,distance_to_nearest_beach,distance_to_nearest_lake,density,price_to_price_per_cent_ratio,beach_proximity,lake_proximity
241,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kaimanam-trivandrum&id=4d423731373338303133,16000000,7.998163453,2000459.242,kaimanam,8.4741,76.9773,18.543781,53.693183,57.876376,9.216563,8.806839,Low,7.998163453709595,Inland,Inland
243,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kaniyapuram-trivandrum&id=4d423734303530383031,13000000,12.99816345,1000141.293,kaniyapuram,8.5844,76.8503,4.769451,55.768939,59.952132,3.451234,11.161453,Low,12.99816345049159,Inland,Inland
244,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karakulam-trivandrum&id=4d423734323935373635,2520000,5.99862259,420096.4408,karakulam,8.5672,76.9902,16.460873,40.714745,44.897938,16.116962,14.525752,Low,5.998622590567781,Inland,Inland
245,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karamana-trivandrum&id=4d423732393337393033,3800000,3.999081726,950218.1402,karamana,8.482,76.9661,16.828027,51.927718,56.110911,7.535672,9.632989,Low,3.9990817258026494,Inland,Inland
246,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-malayam-trivandrum&id=4d423734373737373437,1300000,5.0,260000.0,malayam,8.4764,77.0101,23.23933396,50.61725733,54.80044657,13.80832554,8.722698042,Low,5.0,Inland,Inland
249,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pangappara-trivandrum&id=4d423537303137323031,4000000,5.0,800000.0,pangappara,8.5587,76.898,4.164973,51.468139,55.651332,6.838685,8.480528,Low,5.0,Inland,Inland
250,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kattakkada-trivandrum&id=4d423730393033383639,2700000,10.0,270000.0,kattakkada,8.5033,77.0852,29.967282,42.455763,46.638956,20.251251,17.19968,Low,10.0,Inland,Inland
251,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-venganoor-trivandrum&id=4d423635363338343335,8400000,28.00734619,299921.3115,venganoor,8.4051,77.0056,26.741916,58.974826,63.158019,4.622647,4.105535,Low,28.007346186868084,Inland,Inland
252,https://www.magicbricks.com/propertyDetails/land-for-sale-in-eanchakkal-trivandrum&id=4d423735303031323135,55000000,25.0,2200000.0,eanchakkal,8.4832,76.9283,12.376686,53.793431,57.976624,4.90569,5.756844,Low,25.0,Inland,Inland
253,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-nedumangad-trivandrum&id=4d423735363332383139,15000000,20.99632691,714410.6712,nedumangad,8.608,77.0046,20.217621,34.3255,38.508693,21.839424,20.248214,Low,20.99632690928932,Inland,Inland
254,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kachani-trivandrum&id=4d423731383038333335,12300000,16.49908173,745496.0343,kachani,8.5526,76.9945,17.21477248,42.49269778,46.67588702,15.66521024,14.07399545,Low,16.49908173093014,Inland,Inland
255,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karyavattom-trivandrum&id=4d423734353636363137,4550000,5.99862259,758507.4626,karyavattom,8.5678,76.8908,2.866703,52.08072,56.263913,5.540415,9.009202,Low,5.998622590216293,Inland,Inland
256,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-anayara-trivandrum&id=4d423731383134343439,7100000,4.651056015,1526535.044,anayara,8.5096,76.9168,9.945451099,52.61181266,56.7950019,4.341622156,2.750407373,Low,4.651056015979677,Inland,Lake view
257,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-krishna-nagar-akg-nagar-trivandrum&id=4d423735343138393837,4400000,5.99862259,733501.7221,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,5.998622590009594,Inland,Inland
258,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kattakkada-trivandrum&id=4d423734333233313133,940000,6.999540863,134294.5228,kattakkada,8.5033,77.0852,29.967282,42.455763,46.638956,20.251251,17.19968,Low,6.999540862883203,Inland,Inland
259,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-varkala-trivandrum&id=4d423734383039393033,20000000,59.9862259,333409.8737,varkala,8.7379,76.7163,30.342372,72.292212,75.296291,2.020009,21.113497,Low,59.98622589682472,Sea view,Inland
260,https://www.magicbricks.com/propertyDetails/land-for-sale-in-chenkottukonam-trivandrum&id=4d423637373532363931,4500000,14.99770432,300045.9206,chenkottukonam,8.5838,76.9024,5.331495,49.784346,53.967539,8.005207,11.549004,Low,14.997704321396462,Inland,Inland
261,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-varkala-trivandrum&id=4d423537383333383531,5500000,23.00275482,239101.7964,varkala,8.7379,76.7163,30.342372,72.292212,75.296291,2.020009,21.113497,Low,23.00275482162793,Sea view,Inland
262,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-nemom-trivandrum&id=4d423637373133323131,30000000,12.99816345,2308018.369,nemom,8.4579,76.9994,21.375005,53.082335,57.265528,10.794403,5.708785,Low,12.998163447459111,Inland,Inland
263,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattapara-trivandrum&id=4d423330353936303937,4200000,20.0,210000.0,vattappara,8.5927,76.9499,12.137705,42.670325,46.853518,14.811417,15.145692,Low,20.0,Inland,Inland
264,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-puliyarakonam-trivandrum&id=4d423733373732383833,1800000,5.0,360000.0,puliyarakonam,8.5399,77.0176,20.788535,42.973616,47.156809,17.943719,17.133328,Low,5.0,Inland,Inland
265,https://www.magicbricks.com/propertyDetails/land-for-sale-in-sale-of-property-trivandrum&id=4d423735363234323739,41000000,57.39210285,714384.0,powdikonam,8.5731,76.9261,7.703057,46.78539,50.968583,10.376769,10.711044,Low,57.3921028466483,Inland,Inland
266,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-perurkada-trivandrum&id=4d423735363939373835,4500000,5.0,900000.0,peroorkada,8.5376,76.9666,13.216524,44.763425,48.946618,11.353845,9.762635,Low,5.0,Inland,Inland
268,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kattakkada-trivandrum&id=4d423731373031313931,2500000,9.997704316,250057.4053,kattakkada,8.5033,77.0852,29.967282,42.455763,46.638956,20.251251,17.19968,Low,9.997704315137913,Inland,Inland
269,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-andoorkonam-trivandrum&id=4d423732333631303733,1300000,3.999081726,325074.6269,andoorkonam,8.6009,76.875,5.988115261,51.7049669,55.88815614,7.515195276,12.83018796,High,3.999081725932145,Inland,Inland
270,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pallichal-trivandrum&id=4d423733333639373733,36500000,12.99816345,2808089.015,pallichal,8.45,77.0261,24.70828712,52.43273625,56.61592549,11.24535103,6.153664026,Low,12.998163450313555,Inland,Inland
272,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chempazhanthy-trivandrum&id=4d423733303232383735,1500000,4.59825528,326210.684,chempazhanthy,8.5685,76.911,5.671593,49.194384,53.377577,8.345305,9.877435,High,4.598255279707516,Inland,Inland
273,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-thiruvallam-trivandrum&id=4d423731383636373939,5600000,7.998163453,700160.7348,thiruvallam,8.4479,76.9557,18.116752,56.031606,60.214799,6.992976,10.639722,Low,7.998163452567264,Inland,Inland
274,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chavadimukku-trivandrum&id=4d423734333433303735,6000000,6.999540863,857199.0817,chavadimukku,8.5514,76.9106,5.661889,50.200979,54.384172,8.335601,7.268137,Low,6.999540862900577,Inland,Inland
275,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-maruthoor-trivandrum&id=4d423734333237313837,730000,7.998163453,91270.95292,maruthoor,8.5733,76.9447,10.291492,44.381455,48.564648,12.965204,11.99152,Low,7.99816345338098,Inland,Inland
276,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kunnappuzha-trivandrum&id=4d423733383237363531,750000,3.994490358,187758.6207,kunnapuzha,8.4912,76.9963,19.593986,49.915616,54.098809,11.672219,9.947392,Low,3.99449035790664,Inland,Inland
277,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kallummoodu-trivandrum&id=4d423733383235323139,16000000,112.5114784,142207.7127,kallummoodu,8.499,76.9197,10.90155586,52.76113409,56.94432333,5.314841135,3.90296346,Low,112.51147842981936,Inland,Inland
279,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vettamukku-trivandrum&id=4d423730303939333635,6500000,5.0,1300000.0,vettamukku,8.5066,76.9858,17.774202,48.59153,52.774723,11.832711,12.02813,Low,5.0,Inland,Inland
280,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pangappara-trivandrum&id=4d423730313037333337,5040000,5.99862259,840192.8817,pangappara,8.5587,76.898,4.164973,51.468139,55.651332,6.838685,8.480528,Low,5.998622589853822,Inland,Inland
281,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-thonnakkal-trivandrum&id=4d423732393534313433,5500000,19.99770432,275031.5692,thonnakkal,8.6359,76.8462,9.776158283,54.90831158,59.09150083,10.12979713,7.212704055,Low,19.99770432171901,Inland,Inland
283,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pothencode-trivandrum&id=4d423537333833373739,16800000,75.0,224000.0,pothencode,8.6195,76.8987,8.680096,47.789459,51.972652,11.139722,14.389154,Low,75.0,Inland,Inland
284,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-Pappanamcode-trivandrum&id=4d423635383132353733,12500000,11.99954086,1041706.524,pappanamcode,8.4697,76.9818,19.03315,53.303922,57.487115,9.705932,8.051016,High,11.99954086108805,Inland,Inland
285,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-balaramapuram-trivandrum&id=4d423734353537383831,50000000,50.0,1000000.0,balaramapuram,8.4321,77.0503,28.722221,51.713743,55.896936,10.107014,7.286278,Low,50.0,Inland,Inland
286,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreekaryam-trivandrum&id=4d423735373238353737,6250000,5.0,1250000.0,sreekariyam,8.5468,76.9164,6.659485,49.753912,53.937105,8.572485,6.981275,Low,5.0,Inland,Inland
287,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pothencode-trivandrum&id=4d423637383334343933,2100000,6.999540863,300019.6786,pothencode,8.6195,76.8987,8.680096,47.789459,51.972652,11.139722,14.389154,Low,6.999540862783926,Inland,Inland
288,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-Poojappura-trivandrum&id=4d423637363530343533,12000000,9.997704316,1200275.545,poojappura,8.488,76.9809,17.666302,51.066598,55.249791,9.785814,10.264713,Low,9.997704318802898,Inland,Inland
289,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-muttattara-trivandrum&id=4d423732393634373139,14000000,9.997704316,1400321.47,muttathara,8.4638,76.9394,14.891881,55.148774,59.331967,4.17662,8.272039,Low,9.997704312853248,Inland,Inland
290,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kumarapuram-trivandrum&id=4d423730393939363635,8600000,3.999081726,2150493.686,kumarapuram,8.5118,76.9253,11.265095,50.934787,55.11798,5.661267,4.070057,Low,3.999081725274128,Inland,Inland
292,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-anayara-trivandrum&id=4d423733383135393931,13500000,8.999081726,1500153.061,anayara,8.5096,76.9168,9.945451099,52.61181266,56.7950019,4.341622156,2.750407373,Low,8.999081727701117,Inland,Lake view
293,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-ulloor-trivandrum&id=4d423733383135393731,2000000,5.99862259,333409.8737,ulloor,8.53,76.9289,9.111596,49.531731,53.714924,6.992217,5.401007,Low,5.998622589682473,Inland,Inland
294,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-Pappanamcode-trivandrum&id=4d423632373130333935,2100000,5.99862259,350080.3674,pappanamcode,8.4697,76.9818,19.03315,53.303922,57.487115,9.705932,8.051016,Low,5.998622589425447,Inland,Inland
295,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-naruvamoodu-trivandrum&id=4d423638333536373437,5400000,12.39669421,435600.0002,naruvamoodu,8.45,77.0343,25.65008559,51.49093777,55.67412702,12.1871495,7.0954625,Low,12.396694209184254,Inland,Inland
296,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karakulam-trivandrum&id=4d423734333130323537,25200000,62.99357208,400040.8164,karakulam,8.5672,76.9902,16.460873,40.714745,44.897938,16.116962,14.525752,Low,62.99357207291211,Inland,Inland
298,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kalady-trivandrum&id=4d423734393930323233,8000000,9.997704316,800183.6969,kalady,8.4683,76.9629,17.53628,53.635972,57.819165,7.447503,9.930637,Low,9.99770431588757,Inland,Inland
299,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pallippuram-trivandrum&id=4d423632353830393535,1800000,5.0,360000.0,pallippuram,8.5943,76.8557,4.774731,54.0918,58.274993,5.128373,10.472922,Low,5.0,Inland,Inland
300,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kannammula-trivandrum&id=4d423730393435343235,8200000,14.99770432,546750.3443,kannammula,8.5048,76.9312,12.174392,51.10450691,55.28769616,6.112001144,5.212514367,Low,14.997704318775314,Inland,Inland
301,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreekaryam-trivandrum&id=4d423638333130373835,1900000,6.473829201,293489.3617,sreekariyam,8.5468,76.9164,6.659485,49.753912,53.937105,8.572485,6.981275,Low,6.4738292011488605,Inland,Inland
303,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkottam-trivandrum&id=4d423439313132383333,11600000,13.99908173,828625.7787,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,13.999081730475252,Inland,Inland
304,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kowdiar-trivandrum&id=4d423638333233363833,9500000,5.0,1900000.0,kowdiar,8.5222,76.9605,13.27826467,46.80432058,50.98750983,9.780415629,8.189200846,High,5.0,Inland,Inland
306,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-Pappanamcode-trivandrum&id=4d423733373933313535,6600000,5.99862259,1100252.583,pappanamcode,8.4697,76.9818,19.03315,53.303922,57.487115,9.705932,8.051016,High,5.9986225908274005,Inland,Inland
307,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-mangalapuram-trivandrum&id=4d423730393431373735,1500000,5.980257117,250825.3359,mangalapuram,8.6242,76.8485,8.468869,54.078949,58.262142,8.822511,7.944839,Low,5.980257116442279,Inland,Inland
308,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-nemom-trivandrum&id=4d423632353038353739,3500000,3.999081726,875200.9186,nemom,8.4579,76.9994,21.375005,53.082335,57.265528,10.794403,5.708785,Low,3.999081725826698,Inland,Inland
309,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-ulloor-trivandrum&id=4d423734373737373837,5500000,6.999540863,785765.8249,ulloor,8.53,76.9289,9.111596,49.531731,53.714924,6.992217,5.401007,Low,6.999540862826344,Inland,Inland
310,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-anthiyoorkonam-trivandrum&id=4d423734373737333831,5000000,9.997704316,500114.8106,anthiyoorkonam,8.4901,77.0521,26.143917,45.848218,50.031411,18.237488,13.145803,Low,9.997704315137913,Inland,Inland
312,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-varkala-trivandrum&id=4d423638323534343533,4050000,26.99724518,150015.3061,varkala,8.7379,76.7163,30.342372,72.292212,75.296291,2.020009,21.113497,Low,26.99724518310336,Sea view,Inland
313,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattapara-trivandrum&id=4d423734393837363939,1800000,5.99862259,300068.8863,vattappara,8.5927,76.9499,12.137705,42.670325,46.853518,14.811417,15.145692,Low,5.998622590282197,Inland,Inland
314,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kattakkada-trivandrum&id=4d423638323235373331,1500000,9.997704316,150034.4432,kattakkada,8.5033,77.0852,29.967282,42.455763,46.638956,20.251251,17.19968,Low,9.99770431380519,Inland,Inland
315,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kaladi-trivandrum&id=4d423733373736343037,3000000,3.000459137,999846.9778,kalady,8.4683,76.9629,17.53628,53.635972,57.819165,7.447503,9.930637,Low,3.000459136858132,Inland,Inland
316,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-Poojappura-trivandrum&id=4d423731363236333231,6500000,5.0,1300000.0,poojappura,8.488,76.9809,17.666302,51.066598,55.249791,9.785814,10.264713,Low,5.0,Inland,Inland
317,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karyavattom-trivandrum&id=4d423733373531343435,3800000,5.0,760000.0,karyavattom,8.5678,76.8908,2.866703,52.08072,56.263913,5.540415,9.009202,Low,5.0,Inland,Inland
318,https://www.magicbricks.com/propertyDetails/land-for-sale-in-manakkad-trivandrum&id=4d423437383330343937,2700000,6.198347107,435600.0,manacaud,8.4719,76.9518,15.759957,53.201069,57.384262,5.722958,8.862142,Low,6.198347107438017,Inland,Inland
319,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-sreekaryam-trivandrum&id=4d423731363532383639,5500000,5.0,1100000.0,sreekariyam,8.5468,76.9164,6.659485,49.753912,53.937105,8.572485,6.981275,Low,5.0,Inland,Inland
320,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-muttada-trivandrum&id=4d423732333435363033,1600000,9.997704316,160036.7394,muttada,8.5338,76.9471,11.165785,47.385297,51.56849,9.602435,8.011225,Low,9.997704314638144,Inland,Inland
321,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kovalam-trivandrum&id=4d423730373939343033,25000000,50.0,500000.0,kovalam,8.3988,76.982,23.553144,62.189857,66.37305,1.251557,5.736696,Low,50.0,Sea view,Inland
322,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vallakkadavu-trivandrum&id=4d423734323735333833,2200000,1.999540863,1100252.583,vallakkadavu,8.475,76.9195,14.243906,56.705267,60.88846,1.158748,8.862686,Low,1.9995408636091332,Sea view,Inland
324,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-Pappanamcode-trivandrum&id=4d423437303431353537,5000000,9.997704316,500114.8106,pappanamcode,8.4697,76.9818,19.03315,53.303922,57.487115,9.705932,8.051016,Low,9.997704315137913,Inland,Inland
325,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kolathur-trivandrum&id=4d423237313937373735,4000000,7.998163453,500114.8105,kulathoor,8.3319,77.0967,40.38119,64.786367,68.96956,5.40518,19.586336,Low,7.998163453709595,Inland,Inland
327,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karyavattom-trivandrum&id=4d423734373334373331,20000000,9.997704316,2000459.242,karyavattom,8.5678,76.8908,2.866703,52.08072,56.263913,5.540415,9.009202,Low,9.997704317136996,Inland,Inland
329,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vilappilsala-trivandrum&id=4d423734373435393035,2800000,7.998163453,350080.3674,vilappilsala,8.5302,77.043,24.499694,41.495555,45.678748,18.758983,17.280862,Low,7.998163452567264,Inland,Inland
330,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-thiruvallam-trivandrum&id=4d423637313931373639,630000,5.99862259,105024.1102,thiruvallam,8.4479,76.9557,18.116752,56.031606,60.214799,6.992976,10.639722,Low,5.998622590567781,Inland,Inland
331,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-ptp-nagar-trivandrum&id=4d423631373330353335,15600000,12.85583104,1213457.143,ptpnagar,8.5115,76.9909,17.622995,47.816632,51.999825,12.841586,12.255513,Low,12.855831036135736,Inland,Inland
332,https://www.magicbricks.com/propertyDetails/land-for-sale-in-nedumangad-trivandrum&id=4d423735333838393933,28000000,55.99173554,500073.8007,nedumangad,8.608,77.0046,20.217621,34.3255,38.508693,21.839424,20.248214,Low,55.99173554144565,Inland,Inland
333,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-east-fort-trivandrum&id=4d423735323438323139,1600000,8.999081726,177795.9184,eastfort,8.4845,76.9477,14.42823388,51.84592024,56.02910948,6.058074712,7.233190158,Low,8.99908172470173,Inland,Inland
334,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkottam-trivandrum&id=4d423237383330373035,6400000,7.998163453,800183.6969,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,7.998163452710055,Inland,Inland
336,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kudappanakunnu-trivandrum&id=4d423631353331333135,32000000,15.99862259,2000172.191,kudappanakunnu,8.549,76.9624,12.911424,44.62843,48.811623,12.428108,10.836898,High,15.99862259058875,Inland,Inland
337,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-venjaramoodu-trivandrum&id=4d423733393932303337,5520000,23.98989899,230096.8421,venjaramoodu,8.6781,76.9096,16.182971,46.857726,51.040919,18.397158,17.042901,Low,23.989898990447728,Inland,Inland
338,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-neyyattinkara-trivandrum&id=4d423631333730303233,530000,7.998163453,66265.2124,neyyattinkara,8.4027,77.0861,33.284209,54.674092,58.857285,11.435348,11.848266,Low,7.998163452653476,Inland,Inland
339,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karakulam-trivandrum&id=4d423734393335303735,5400000,8.999081726,600061.2245,karakulam,8.5672,76.9902,16.460873,40.714745,44.897938,16.116962,14.525752,Low,8.999081726201423,Inland,Inland
340,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-pallichal-trivandrum&id=4d423734323432393837,57200000,25.98714417,2201088.339,pallichal,8.45,77.0261,24.70828712,52.43273625,56.61592549,11.24535103,6.153664026,Low,25.98714417159065,Inland,Inland
341,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-Poojappura-trivandrum&id=4d423735333734393639,10000000,4.568411387,2188944.723,poojappura,8.488,76.9809,17.666302,51.066598,55.249791,9.785814,10.264713,Low,4.568411387883183,Inland,Inland
342,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karikkagam-trivandrum&id=4d423733363939373937,6500000,6.999540863,928632.3385,karikkakam,8.5033,76.9055,9.393678,54.687735,58.870928,2.939657,2.756722,Low,6.999540862963389,Sea view,Lake view
343,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kallayam-trivandrum&id=4d423730363731303239,2700000,26.99724518,100010.2041,kallayam,8.577,76.9577,12.21524941,42.81776012,47.00094936,14.888964,13.88621996,Low,26.99724517410519,Inland,Inland
344,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattaiyurkavu-trivandrum&id=4d423635303835343537,13000000,9.997704316,1300298.507,vattiyoorkavu,8.5242,76.9881,16.515234,46.077624,50.260817,12.939844,12.129453,Low,9.997704319443628,Inland,Inland
345,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-mangalapuram-trivandrum&id=4d423734373231333733,3000000,9.997704316,300068.8863,mangalapuram,8.6242,76.8485,8.468869,54.078949,58.262142,8.822511,7.944839,Low,9.997704317136996,Inland,Inland
346,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-dreamland-avenue-kumarapuram-trivandrum&id=4d423733323930303331,7500000,5.0,1500000.0,kumarapuram,8.5118,76.9253,11.265095,50.934787,55.11798,5.661267,4.070057,Low,5.0,Inland,Inland
348,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karakulam-trivandrum&id=4d423639333938333537,20000000,85.99632691,232568.0726,karakulam,8.5672,76.9902,16.460873,40.714745,44.897938,16.116962,14.525752,Low,85.9963269094057,Inland,Inland
349,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-attingal-trivandrum&id=4d423637303336353731,11000000,26.99724518,407448.9796,attingal,8.6982,76.8137,18.106345,58.660363,62.843556,16.803479,11.596318,Low,26.99724517852247,Inland,Inland
350,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-nalanchira-trivandrum&id=4d423435343736393433,60000000,34.9862259,1714960.63,nalanchira,8.5392,76.948,10.685045,46.75897,50.942163,9.964972,8.373762,Low,34.98622589371046,Inland,Inland
352,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattapara-trivandrum&id=4d423535303331373037,4500000,9.997704316,450103.3295,vattappara,8.5927,76.9499,12.137705,42.670325,46.853518,14.811417,15.145692,Low,9.997704316026391,Inland,Inland
353,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-vattiyoorkavu-trivandrum-trivandrum&id=4d423733393735363631,1200000,9.997704316,120027.5545,vattiyoorkavu,8.5242,76.9881,16.515234,46.077624,50.260817,12.939844,12.129453,Low,9.997704318802896,Inland,Inland
355,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkoottam-trivandrum&id=4d423732323136313337,1500000,3.999081726,375086.108,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,3.999081725522077,Inland,Inland
356,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-country-club-kovalam-trivandrum&id=4d423734373637383637,7000000,5.0,1400000.0,kovalam,8.3988,76.982,23.553144,62.189857,66.37305,1.251557,5.736696,Low,5.0,Sea view,Inland
357,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-nettayam-trivandrum&id=4d423734373635303939,4600000,6.898530762,666808.6523,nettayam,8.5403,76.9902,16.394985,44.237913,48.421106,14.506814,12.915604,Low,6.898530761611116,Inland,Inland
358,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-menamkulam-trivandrum&id=4d423734393737373431,520000,6.999540863,74290.58708,menamkulam,8.5587,76.8591,3.939382,56.696412,60.879605,1.250109,8.382195,Low,6.999540862963389,Sea view,Inland
359,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-balaramapuram-trivandrum&id=4d423731373032353139,60000000,25.0,2400000.0,balaramapuram,8.4321,77.0503,28.722221,51.713743,55.896936,10.107014,7.286278,Low,25.0,Inland,Inland
360,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-kazhakkottam-trivandrum&id=4d423733333631343835,18700000,22.61707989,826808.7698,kazhakkoottam,8.5686,76.8731,1.3051,54.06213,58.245323,3.089955,8.289953,Low,22.617079889613915,Inland,Inland
362,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-nedumangad-trivandrum&id=4d423635353132303937,4000000,39.99081726,100022.9621,nedumangad,8.608,77.0046,20.217621,34.3255,38.508693,21.839424,20.248214,Low,39.99081726854798,Inland,Inland
363,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-karakulam-trivandrum&id=4d423735333934343637,16000000,30.00459137,533251.7215,karakulam,8.5672,76.9902,16.460873,40.714745,44.897938,16.116962,14.525752,Low,30.004591368206206,Inland,Inland
364,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-enikkara-trivandrum&id=4d423734353235333435,6300000,6.999540863,900059.0358,enikkara,8.5594,76.978,14.66787852,41.79569136,45.9788806,14.31595958,12.7247448,Low,6.999540862783926,Inland,Inland
365,https://www.magicbricks.com/propertyDetails/plot-land-for-sale-in-chakka-trivandrum&id=4d423239363936303337,10800000,8.999081726,1200122.449,chakka,8.4988,76.9198,10.94231073,52.73668913,56.91987838,5.355596004,3.948278567,Low,8.999081726201423,Inland,Inland
